row_level,col_level,row,col,article_id
method,marker_artifact,SOBI/BSS,Ocular / blink / EOG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
feature,marker_artifact,duration,Cardiac / ECG / BCG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
metric,marker_artifact,SNR,Cardiac / ECG / BCG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,feature,ICA,correlation,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,feature,ICA,amplitude,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
feature,tool,PSD,MATLAB,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
metric,marker_artifact,accuracy,Muscle / EMG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,ICA,Motion / head movement,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,feature,wavelet/DWT/CWT,amplitude,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,ICA,fMRI gradient artifact,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,SOBI/BSS,Cardiac / ECG / BCG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,threshold,Artifact label / class,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
feature,marker_artifact,delta,Cardiac / ECG / BCG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
feature,marker_artifact,alpha,Ocular / blink / EOG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
marker_artifact,tool,Cardiac / ECG / BCG,FASTER,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,FIR,fMRI gradient artifact,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,tool,ICA,BrainVision,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,threshold,Cardiac / ECG / BCG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,FIR,Cardiac / ECG / BCG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,tool,threshold,EEGLAB,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,tool,ICA,EEGLAB,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
feature,marker_artifact,PSD,fMRI gradient artifact,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,tool,classifier,ICLabel,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,tool,FIR,MATLAB,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,tool,FIR,EEGLAB,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
feature,marker_artifact,duration,fMRI gradient artifact,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,reconstruction/imputation,Cardiac / ECG / BCG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
feature,marker_artifact,topography,Cardiac / ECG / BCG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,band-pass,fMRI gradient artifact,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,feature,ICA,PSD,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,SOBI/BSS,fMRI gradient artifact,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
marker_artifact,tool,Ocular / blink / EOG,EEGLAB,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,ICA,Line / mains noise,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,band-pass,Cardiac / ECG / BCG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
feature,marker_artifact,correlation,Cardiac / ECG / BCG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,feature,wavelet/DWT/CWT,PSD,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,FIR,Line / mains noise,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,tool,band-pass,MATLAB,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,feature,FFT,PSD,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
metric,marker_artifact,accuracy,Ocular / blink / EOG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,SOBI/BSS,Muscle / EMG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
feature,marker_artifact,alpha,fMRI gradient artifact,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,tool,band-pass,EEGLAB,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
marker_artifact,tool,Cardiac / ECG / BCG,MATLAB,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,feature,reconstruction/imputation,PSD,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,ICA,Muscle / EMG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,ICA,IC/component label,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
feature,marker_artifact,alpha,Cardiac / ECG / BCG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,classifier,Cardiac / ECG / BCG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
feature,marker_artifact,gamma,Line / mains noise,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,marker_artifact,wavelet/DWT/CWT,Muscle / EMG,003_PMC10696919_Automated pipeline for EEG artifact reduction (APPEAR) recorded during fMRI
method,feature,SVM,correlation,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,SVM,amplitude,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,marker_artifact,LSTM,Artifact label / class,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,kNN,coherence,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,interpolation,topography,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,wavelet/DWT/CWT,variance,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,SVM,PSD,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,marker_artifact,ICA,Artifact label / class,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,marker_artifact,interpolation,Bad channel / electrode contact,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,wavelet/DWT/CWT,correlation,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,marker_artifact,ICA,Motion / head movement,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,kNN,entropy,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,wavelet/DWT/CWT,amplitude,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,kNN,band power,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,wavelet/DWT/CWT,PSD,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
feature,marker_artifact,spatial pattern,Artifact label / class,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,SVM,coherence,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,kNN,variance,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,marker_artifact,ICA,Bad channel / electrode contact,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,kNN,correlation,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,kNN,amplitude,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,SVM,entropy,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,SVM,band power,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,interpolation,spatial pattern,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,marker_artifact,reconstruction/imputation,Artifact label / class,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,marker_artifact,SVM,Rejected epoch / segment,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,wavelet/DWT/CWT,coherence,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,kNN,PSD,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,marker_artifact,interpolation,Artifact label / class,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,wavelet/DWT/CWT,entropy,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,wavelet/DWT/CWT,band power,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
metric,marker_artifact,SNR,Motion / head movement,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,marker_artifact,interpolation,Motion / head movement,004_PMC8521924_Unsupervised EEG Artifact Detection and Correction
method,feature,ICA,variance,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,feature,EMD/EEMD,variance,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,feature,ICA,correlation,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
metric,marker_artifact,SNR,Cardiac / ECG / BCG,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,marker_artifact,ICA,Ocular / blink / EOG,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,marker_artifact,PCA,Muscle / EMG,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,marker_artifact,EMD/EEMD,Ocular / blink / EOG,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,feature,EMD/EEMD,correlation,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,feature,SOBI/BSS,PSD,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,marker_artifact,SVM,Ocular / blink / EOG,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,feature,SVM,PSD,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,feature,wavelet/DWT/CWT,variance,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,feature,EMD/EEMD,amplitude,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
feature,marker_artifact,coherence,Cardiac / ECG / BCG,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,marker_artifact,CCA,Muscle / EMG,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,marker_artifact,regression/GLM,Ocular / blink / EOG,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,feature,ICA,PSD,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,feature,SOBI/BSS,correlation,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,feature,threshold,PSD,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,feature,wavelet/DWT/CWT,correlation,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,feature,Random Forest,entropy,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,marker_artifact,wavelet/DWT/CWT,Ocular / blink / EOG,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,marker_artifact,reconstruction/imputation,Muscle / EMG,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,feature,EMD/EEMD,PSD,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,marker_artifact,ICA,Line / mains noise,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
feature,marker_artifact,variance,Ocular / blink / EOG,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
method,marker_artifact,SOBI/BSS,Cardiac / ECG / BCG,005_PMC8817173_EEG Artifact Removal System for Depression Using a Hybrid Denoising Approach
